"info","pres","hght","temp","dwpt","relh","mixr","drct","sknt","thta","thte","thtv"
"97072 WAML Palu Observations at 00Z 01 Feb 2015",1004,6,23.6,21.5,88,16.37,90,3,296.4,343.8,299.3
"97072 WAML Palu Observations at 00Z 01 Feb 2015",1002,62,24.8,18.8,69,13.82,97,4,297.8,338.1,300.2
"97072 WAML Palu Observations at 00Z 01 Feb 2015",1000,119,24.6,18.6,69,13.67,105,4,297.8,337.6,300.2
"97072 WAML Palu Observations at 00Z 01 Feb 2015",980,297,24,19.5,76,14.74,170,8,298.9,342.1,301.5
"97072 WAML Palu Observations at 00Z 01 Feb 2015",979,306,24,19.5,76,14.8,170,8,299,342.3,301.6
"97072 WAML Palu Observations at 00Z 01 Feb 2015",947,596,22.7,18.3,76,14.15,155,8,300.5,342.2,303.1
"97072 WAML Palu Observations at 00Z 01 Feb 2015",925,802,21.8,17.4,76,13.7,160,10,301.6,342.2,304.1
"97072 WAML Palu Observations at 00Z 01 Feb 2015",915,896,21.4,16.8,75,13.29,165,12,302.1,341.6,304.5
"97072 WAML Palu Observations at 00Z 01 Feb 2015",883,1203,19.9,14.7,72,12.01,180,12,303.7,339.7,305.9
"97072 WAML Palu Observations at 00Z 01 Feb 2015",850,1532,18.4,12.4,68,10.75,165,8,305.4,337.9,307.4
"97072 WAML Palu Observations at 00Z 01 Feb 2015",846,1572,18,13.3,74,11.47,161,7,305.4,340,307.5
"97072 WAML Palu Observations at 00Z 01 Feb 2015",824,1795,16.6,11.9,74,10.71,140,2,306.2,338.7,308.2
"97072 WAML Palu Observations at 00Z 01 Feb 2015",795,2098,14.7,9.9,73,9.73,75,4,307.4,337.1,309.2
"97072 WAML Palu Observations at 00Z 01 Feb 2015",767,2401,12.9,8,72,8.83,105,2,308.5,335.7,310.2
"97072 WAML Palu Observations at 00Z 01 Feb 2015",741,2693,11.1,6.1,71,8.02,70,4,309.6,334.5,311.1
"97072 WAML Palu Observations at 00Z 01 Feb 2015",729,2831,10.2,5.2,71,7.66,80,5,310.1,334,311.6
"97072 WAML Palu Observations at 00Z 01 Feb 2015",725,2877,10.4,-0.6,46,5.08,83,5,310.8,327,311.8
"97072 WAML Palu Observations at 00Z 01 Feb 2015",715,2992,9.6,4.6,71,7.49,92,5,311.2,334.6,312.6
"97072 WAML Palu Observations at 00Z 01 Feb 2015",706,3097,9.6,-0.4,50,5.29,100,6,312.3,329.2,313.3
"97072 WAML Palu Observations at 00Z 01 Feb 2015",700,3168,9.2,1.2,57,6,105,6,312.6,331.7,313.8
"97072 WAML Palu Observations at 00Z 01 Feb 2015",692,3263,8.6,2.6,66,6.71,112,6,313,334.2,314.3
"97072 WAML Palu Observations at 00Z 01 Feb 2015",689,3299,8.5,1.9,63,6.4,115,6,313.3,333.6,314.5
"97072 WAML Palu Observations at 00Z 01 Feb 2015",683,3372,8.4,0.4,57,5.8,113,6,313.9,332.5,315.1
"97072 WAML Palu Observations at 00Z 01 Feb 2015",647,3817,4.8,2.2,83,6.98,101,5,314.8,337,316.1
"97072 WAML Palu Observations at 00Z 01 Feb 2015",636,3958,5.6,-8.4,36,3.21,97,5,317.2,327.9,317.8
"97072 WAML Palu Observations at 00Z 01 Feb 2015",617,4205,4.1,-13.2,27,2.24,90,4,318.3,325.9,318.7
"97072 WAML Palu Observations at 00Z 01 Feb 2015",608,4324,3.4,-15.6,23,1.88,86,5,318.8,325.3,319.2
"97072 WAML Palu Observations at 00Z 01 Feb 2015",584,4650,0.6,-10.4,44,2.98,75,8,319.2,329.3,319.8
"97072 WAML Palu Observations at 00Z 01 Feb 2015",575,4774,0,-13,37,2.46,71,10,319.9,328.3,320.4
"97072 WAML Palu Observations at 00Z 01 Feb 2015",573,4802,-0.2,-13.3,36,2.4,70,10,320,328.2,320.5
"97072 WAML Palu Observations at 00Z 01 Feb 2015",526,5482,-4.7,-21.7,25,1.29,73,18,322.5,327.1,322.8
"97072 WAML Palu Observations at 00Z 01 Feb 2015",514,5663,-5.5,-11.5,63,3.1,74,20,323.7,334.3,324.3
"97072 WAML Palu Observations at 00Z 01 Feb 2015",509,5740,-5.5,-12.5,58,2.89,74,21,324.6,334.6,325.2
"97072 WAML Palu Observations at 00Z 01 Feb 2015",505,5802,-5.9,-8.8,80,3.92,75,22,324.9,338.1,325.6
"97072 WAML Palu Observations at 00Z 01 Feb 2015",500,5880,-6.1,-13.1,58,2.8,75,23,325.5,335.2,326.1
"97072 WAML Palu Observations at 00Z 01 Feb 2015",491,6022,-6.9,-18.9,38,1.76,75,25,326.2,332.5,326.6
"97072 WAML Palu Observations at 00Z 01 Feb 2015",476,6262,-8.7,-18.7,44,1.85,75,28,326.9,333.5,327.3
"97072 WAML Palu Observations at 00Z 01 Feb 2015",475,6279,-8.7,-14.7,62,2.59,75,28,327.1,336.2,327.6
"97072 WAML Palu Observations at 00Z 01 Feb 2015",440,6867,-11.9,-17.9,61,2.14,75,36,330.3,338,330.7
"97072 WAML Palu Observations at 00Z 01 Feb 2015",434,6972,-12.3,-27.3,27,0.94,75,38,331.1,334.6,331.3
"97072 WAML Palu Observations at 00Z 01 Feb 2015",421,7203,-13.5,-27.1,31,0.99,75,41,332.4,336.1,332.6
"97072 WAML Palu Observations at 00Z 01 Feb 2015",407,7459,-14.9,-26.9,35,1.04,82,34,333.9,337.8,334.1
"97072 WAML Palu Observations at 00Z 01 Feb 2015",400,7590,-15.3,-29.3,29,0.85,85,31,335,338.3,335.2
"97072 WAML Palu Observations at 00Z 01 Feb 2015",359,8396,-20.8,-32.6,34,0.69,100,14,338.1,340.9,338.3
"97072 WAML Palu Observations at 00Z 01 Feb 2015",346,8670,-22.7,-33.7,36,0.64,120,15,339.2,341.7,339.3
"97072 WAML Palu Observations at 00Z 01 Feb 2015",330,9015,-25.5,-32.8,51,0.74,145,16,339.9,342.9,340.1
"97072 WAML Palu Observations at 00Z 01 Feb 2015",319,9261,-27.5,-32.1,65,0.82,147,15,340.5,343.7,340.6
"97072 WAML Palu Observations at 00Z 01 Feb 2015",300,9700,-31.1,-35.2,67,0.64,150,14,341.4,344,341.6
"97072 WAML Palu Observations at 00Z 01 Feb 2015",291,9911,-32.9,-37,67,0.55,155,12,341.8,344,341.9
"97072 WAML Palu Observations at 00Z 01 Feb 2015",258,10746,-40.1,-44.3,64,0.29,131,18,343.2,344.4,343.3
"97072 WAML Palu Observations at 00Z 01 Feb 2015",250,10960,-41.7,NA,NA,NA,125,19,343.9,NA,343.9
"97072 WAML Palu Observations at 00Z 01 Feb 2015",245,11093,-42.9,NA,NA,NA,120,19,344.2,NA,344.2
"97072 WAML Palu Observations at 00Z 01 Feb 2015",200,12430,-54.5,NA,NA,NA,125,25,346.3,NA,346.3
"97072 WAML Palu Observations at 00Z 01 Feb 2015",169,13472,-64.1,NA,NA,NA,115,25,347.4,NA,347.4
"97072 WAML Palu Observations at 00Z 01 Feb 2015",150,14210,-70.9,NA,NA,NA,100,31,347.8,NA,347.8
"97072 WAML Palu Observations at 00Z 01 Feb 2015",131,14993,-76.7,NA,NA,NA,85,43,351.2,NA,351.2
"97072 WAML Palu Observations at 00Z 01 Feb 2015",124,15311,-79,NA,NA,NA,90,49,352.5,NA,352.5
"97072 WAML Palu Observations at 00Z 01 Feb 2015",122,15405,-79.7,NA,NA,NA,93,44,352.9,NA,352.9
"97072 WAML Palu Observations at 00Z 01 Feb 2015",119,15547,-77.1,NA,NA,NA,98,37,360.2,NA,360.2
"97072 WAML Palu Observations at 00Z 01 Feb 2015",112,15891,-79,NA,NA,NA,110,19,362.8,NA,362.8
"97072 WAML Palu Observations at 00Z 01 Feb 2015",105,16257,-81.1,NA,NA,NA,166,17,365.7,NA,365.7
"97072 WAML Palu Observations at 00Z 01 Feb 2015",101,16474,-82.2,NA,NA,NA,200,16,367.6,NA,367.6
"97072 WAML Palu Observations at 00Z 01 Feb 2015",100,16530,-82.5,NA,NA,NA,200,16,368.1,NA,368.1
"97072 WAML Palu Observations at 00Z 01 Feb 2015",97.9,16648,-83.1,NA,NA,NA,205,16,369.2,NA,369.2
"97072 WAML Palu Observations at 00Z 01 Feb 2015",95,16816,-83,NA,NA,NA,210,12,372.6,NA,372.6
"97072 WAML Palu Observations at 00Z 01 Feb 2015",90,17118,-82.8,NA,NA,NA,50,4,378.8,NA,378.8
"97072 WAML Palu Observations at 00Z 01 Feb 2015",86,17371,-82.6,NA,NA,NA,40,16,384.1,NA,384.1
"97072 WAML Palu Observations at 00Z 01 Feb 2015",80.2,17761,-82.3,NA,NA,NA,68,18,392.4,NA,392.4
"97072 WAML Palu Observations at 00Z 01 Feb 2015",77,17992,-79.7,NA,NA,NA,85,19,402.4,NA,402.4
"97072 WAML Palu Observations at 00Z 01 Feb 2015",73,18296,-76.3,NA,NA,NA,90,17,415.8,NA,415.8
"97072 WAML Palu Observations at 00Z 01 Feb 2015",72.1,18366,-75.5,NA,NA,NA,103,14,419,NA,419
"97072 WAML Palu Observations at 00Z 01 Feb 2015",70,18540,-69.9,NA,NA,NA,135,8,434.5,NA,434.5
"97072 WAML Palu Observations at 00Z 01 Feb 2015",69.8,18557,-69.5,NA,NA,NA,138,8,435.7,NA,435.7
"97072 WAML Palu Observations at 00Z 01 Feb 2015",69,18624,-69.7,NA,NA,NA,150,6,436.8,NA,436.8
"97072 WAML Palu Observations at 00Z 01 Feb 2015",66,18885,-70.4,NA,NA,NA,165,14,440.9,NA,440.9
"97072 WAML Palu Observations at 00Z 01 Feb 2015",63,19157,-71.1,NA,NA,NA,130,14,445.1,NA,445.1
"97072 WAML Palu Observations at 00Z 01 Feb 2015",57,19743,-72.7,NA,NA,NA,345,10,454.5,NA,454.5
"97072 WAML Palu Observations at 00Z 01 Feb 2015",54,20059,-73.5,NA,NA,NA,350,6,459.7,NA,459.7
"97072 WAML Palu Observations at 00Z 01 Feb 2015",51,20394,-74.4,NA,NA,NA,70,6,465.1,NA,465.1
"97072 WAML Palu Observations at 00Z 01 Feb 2015",50,20510,-74.7,NA,NA,NA,60,8,467.1,NA,467.1
"97072 WAML Palu Observations at 00Z 01 Feb 2015",48,20747,-75.3,NA,NA,NA,50,12,471.1,NA,471.1
"97072 WAML Palu Observations at 00Z 01 Feb 2015",46,20993,-75.9,NA,NA,NA,82,23,475.4,NA,475.4
"97072 WAML Palu Observations at 00Z 01 Feb 2015",44,21253,-72.3,NA,NA,NA,115,35,490.4,NA,490.4
"97072 WAML Palu Observations at 00Z 01 Feb 2015",43.7,21293,-71.7,NA,NA,NA,115,36,492.7,NA,492.7
"97072 WAML Palu Observations at 00Z 01 Feb 2015",32.8,22993,-69.9,NA,NA,NA,96,63,539.6,NA,539.6
"97072 WAML Palu Observations at 00Z 01 Feb 2015",30,23530,-65.3,NA,NA,NA,90,72,566,NA,566
"97072 WAML Palu Observations at 00Z 01 Feb 2015",28,23958,-62,NA,NA,NA,95,72,586.6,NA,586.6
"97072 WAML Palu Observations at 00Z 01 Feb 2015",25.2,24613,-56.9,NA,NA,NA,100,78,619,NA,619
"97072 WAML Palu Observations at 00Z 01 Feb 2015",25.1,24637,-56.7,NA,NA,NA,100,78,620.3,NA,620.3
"97072 WAML Palu Observations at 00Z 01 Feb 2015",25,NA,NA,NA,NA,NA,100,78,NA,NA,NA
"97072 WAML Palu Observations at 12Z 06 Feb 2015",1002,6,26.8,23.7,83,18.82,350,8,299.8,355.1,303.1
"97072 WAML Palu Observations at 12Z 06 Feb 2015",1000,104,26.4,22.5,79,17.5,350,8,299.6,350.9,302.7
"97072 WAML Palu Observations at 12Z 06 Feb 2015",925,789,21.8,17.8,78,14.06,335,12,301.6,343.2,304.1
"97072 WAML Palu Observations at 12Z 06 Feb 2015",880.1,1219,19.1,16,82,13.14,260,4,303.1,342.3,305.5
"97072 WAML Palu Observations at 12Z 06 Feb 2015",850,1519,17.2,14.7,85,12.52,240,4,304.1,341.7,306.4
"97072 WAML Palu Observations at 12Z 06 Feb 2015",849.5,1524,17.2,14.7,85,12.51,240,4,304.2,341.7,306.5
"97072 WAML Palu Observations at 12Z 06 Feb 2015",790.6,2134,13.7,11.6,87,10.93,280,8,306.8,340,308.8
"97072 WAML Palu Observations at 12Z 06 Feb 2015",779,2260,13,10.9,87,10.62,279,8,307.3,339.7,309.3
"97072 WAML Palu Observations at 12Z 06 Feb 2015",709,3048,9.7,6.8,83,8.85,275,10,312,339.6,313.7
"97072 WAML Palu Observations at 12Z 06 Feb 2015",700,3155,9.2,6.3,82,8.63,280,10,312.6,339.6,314.3
"97072 WAML Palu Observations at 12Z 06 Feb 2015",683.3,3353,8.2,5,81,8.08,290,10,313.7,339.1,315.2
"97072 WAML Palu Observations at 12Z 06 Feb 2015",658.2,3658,6.6,3.1,78,7.3,245,10,315.2,338.4,316.6
"97072 WAML Palu Observations at 12Z 06 Feb 2015",634.2,3962,5,1.1,76,6.58,280,6,316.8,337.9,318
"97072 WAML Palu Observations at 12Z 06 Feb 2015",611,4267,3.4,-0.9,74,5.92,285,6,318.3,337.6,319.5
"97072 WAML Palu Observations at 12Z 06 Feb 2015",588.7,4572,1.8,-2.8,71,5.31,295,4,319.9,337.3,320.9
"97072 WAML Palu Observations at 12Z 06 Feb 2015",567,4879,0.2,-4.8,69,4.75,278,5,321.5,337.2,322.4
"97072 WAML Palu Observations at 12Z 06 Feb 2015",561,4964,0.2,-11.8,40,2.78,273,5,322.4,331.9,323
"97072 WAML Palu Observations at 12Z 06 Feb 2015",558,5007,0,-8,55,3.77,270,5,322.7,335.4,323.4
"97072 WAML Palu Observations at 12Z 06 Feb 2015",545.9,5182,-1,-8.5,57,3.71,260,6,323.5,336.1,324.2
"97072 WAML Palu Observations at 12Z 06 Feb 2015",536,5329,-1.9,-8.9,59,3.66,272,6,324.1,336.6,324.9
"97072 WAML Palu Observations at 12Z 06 Feb 2015",532,5389,-2.1,-13.1,43,2.63,277,5,324.6,333.7,325.1
"97072 WAML Palu Observations at 12Z 06 Feb 2015",530,5419,-2.3,-8.3,63,3.88,279,5,324.7,337.9,325.5
"97072 WAML Palu Observations at 12Z 06 Feb 2015",505.6,5791,-4.6,-9.8,67,3.63,310,4,326.4,338.8,327.1
"97072 WAML Palu Observations at 12Z 06 Feb 2015",500,5880,-5.1,-10.1,68,3.57,345,6,326.8,339,327.5
"97072 WAML Palu Observations at 12Z 06 Feb 2015",486.3,6096,-6.2,-11.5,66,3.27,15,6,327.9,339.3,328.6
"97072 WAML Palu Observations at 12Z 06 Feb 2015",454,6633,-9.1,-15.1,62,2.62,355,8,330.9,340.2,331.4
"97072 WAML Palu Observations at 12Z 06 Feb 2015",442,6839,-10.5,-17.5,56,2.2,347,9,331.6,339.6,332.1
"97072 WAML Palu Observations at 12Z 06 Feb 2015",432.3,7010,-11.7,-17.7,61,2.21,340,10,332.3,340.2,332.7
"97072 WAML Palu Observations at 12Z 06 Feb 2015",432,7015,-11.7,-17.7,61,2.22,340,10,332.3,340.3,332.8
"97072 WAML Palu Observations at 12Z 06 Feb 2015",400,7600,-15.5,-20.2,67,1.93,330,8,334.8,341.8,335.1
"97072 WAML Palu Observations at 12Z 06 Feb 2015",367.4,8230,-19.9,-25.2,63,1.35,315,6,337.1,342.2,337.4
"97072 WAML Palu Observations at 12Z 06 Feb 2015",352.7,8534,-22,-27.6,60,1.12,350,4,338.2,342.5,338.4
"97072 WAML Palu Observations at 12Z 06 Feb 2015",335,8916,-24.7,-30.7,57,0.89,322,6,339.6,343,339.8
"97072 WAML Palu Observations at 12Z 06 Feb 2015",324.6,9144,-26.4,-32.4,57,0.78,305,8,340.3,343.4,340.5
"97072 WAML Palu Observations at 12Z 06 Feb 2015",319,9271,-27.3,-33.3,57,0.73,319,7,340.8,343.6,340.9
"97072 WAML Palu Observations at 12Z 06 Feb 2015",300,9710,-30.7,-42.7,30,0.3,10,4,342,343.2,342.1
"97072 WAML Palu Observations at 12Z 06 Feb 2015",298.1,9754,-31.1,-43.4,29,0.28,345,4,342.1,343.2,342.1
"97072 WAML Palu Observations at 12Z 06 Feb 2015",285.5,10058,-33.6,-48.3,21,0.17,55,2,342.8,343.5,342.8
"97072 WAML Palu Observations at 12Z 06 Feb 2015",279,10219,-34.9,-50.9,18,0.13,74,2,343.1,343.7,343.1
"97072 WAML Palu Observations at 12Z 06 Feb 2015",266,10548,-38.1,-44.1,53,0.29,115,2,343.1,344.4,343.2
"97072 WAML Palu Observations at 12Z 06 Feb 2015",261.4,10668,-39,-48.2,37,0.19,130,2,343.5,344.3,343.6
"97072 WAML Palu Observations at 12Z 06 Feb 2015",256,10809,-40.1,-53.1,24,0.11,128,3,344,344.4,344
"97072 WAML Palu Observations at 12Z 06 Feb 2015",250,10970,-41.3,NA,NA,NA,125,4,344.5,NA,344.5
"97072 WAML Palu Observations at 12Z 06 Feb 2015",238.7,11278,-43.9,NA,NA,NA,125,4,345.2,NA,345.2
"97072 WAML Palu Observations at 12Z 06 Feb 2015",228,11582,-46.5,NA,NA,NA,160,6,345.8,NA,345.8
"97072 WAML Palu Observations at 12Z 06 Feb 2015",200,12450,-53.9,NA,NA,NA,130,16,347.2,NA,347.2
"97072 WAML Palu Observations at 12Z 06 Feb 2015",171.1,13411,-62.4,NA,NA,NA,125,17,349.1,NA,349.1
"97072 WAML Palu Observations at 12Z 06 Feb 2015",150,14220,-69.5,NA,NA,NA,105,35,350.2,NA,350.2
"97072 WAML Palu Observations at 12Z 06 Feb 2015",147.4,14326,-69.8,NA,NA,NA,110,35,351.4,NA,351.4
"97072 WAML Palu Observations at 12Z 06 Feb 2015",145,14422,-70.1,NA,NA,NA,105,33,352.5,NA,352.5
"97072 WAML Palu Observations at 12Z 06 Feb 2015",132.7,14935,-72.9,NA,NA,NA,80,23,356.5,NA,356.5
"97072 WAML Palu Observations at 12Z 06 Feb 2015",126,15240,-74.6,NA,NA,NA,95,10,358.9,NA,358.9
"97072 WAML Palu Observations at 12Z 06 Feb 2015",119.5,15545,-76.3,NA,NA,NA,255,4,361.2,NA,361.2
"97072 WAML Palu Observations at 12Z 06 Feb 2015",107.6,16154,-79.6,NA,NA,NA,290,19,365.9,NA,365.9
"97072 WAML Palu Observations at 12Z 06 Feb 2015",106,16241,-80.1,NA,NA,NA,287,20,366.6,NA,366.6
"97072 WAML Palu Observations at 12Z 06 Feb 2015",100,16570,-80.9,NA,NA,NA,275,23,371.2,NA,371.2
"97072 WAML Palu Observations at 12Z 06 Feb 2015",96.6,16764,-80.5,NA,NA,NA,280,23,375.7,NA,375.7
"97072 WAML Palu Observations at 12Z 06 Feb 2015",95.3,16841,-80.3,NA,NA,NA,273,23,377.5,NA,377.5
"97072 WAML Palu Observations at 12Z 06 Feb 2015",91,17098,-82.2,NA,NA,NA,250,23,378.6,NA,378.6
"97072 WAML Palu Observations at 12Z 06 Feb 2015",83.1,17604,-86.1,NA,NA,NA,270,16,380.8,NA,380.8
"97072 WAML Palu Observations at 12Z 06 Feb 2015",82,17678,-85.6,NA,NA,NA,275,12,383.2,NA,383.2
"97072 WAML Palu Observations at 12Z 06 Feb 2015",77,18029,-83.2,NA,NA,NA,315,14,395.2,NA,395.2
"97072 WAML Palu Observations at 12Z 06 Feb 2015",73,18326,-81.1,NA,NA,NA,315,10,405.6,NA,405.6
"97072 WAML Palu Observations at 12Z 06 Feb 2015",70,18560,-79.5,NA,NA,NA,245,4,414,NA,414
"97072 WAML Palu Observations at 12Z 06 Feb 2015",63,19165,-75.3,NA,NA,NA,170,10,436,NA,436
"97072 WAML Palu Observations at 12Z 06 Feb 2015",61.5,19304,-74.3,NA,NA,NA,NA,NA,441.1,NA,441.1
"97072 WAML Palu Observations at 00Z 07 Feb 2015",1004,6,23.8,21.1,85,15.96,0,0,296.6,342.8,299.4
"97072 WAML Palu Observations at 00Z 07 Feb 2015",1000,121,23.4,19.6,79,14.57,175,2,296.6,338.8,299.1
"97072 WAML Palu Observations at 00Z 07 Feb 2015",980,298,22.9,19.2,80,14.52,175,10,297.8,340.1,300.4
"97072 WAML Palu Observations at 00Z 07 Feb 2015",947,597,22,18.6,81,14.43,165,6,299.8,342.2,302.4
"97072 WAML Palu Observations at 00Z 07 Feb 2015",938,681,21.8,18.4,81,14.41,157,5,300.4,342.8,303
"97072 WAML Palu Observations at 00Z 07 Feb 2015",925,802,21,18.2,84,14.43,145,4,300.8,343.3,303.4
"97072 WAML Palu Observations at 00Z 07 Feb 2015",915,896,20.4,17.8,85,14.26,135,2,301.1,343.2,303.7
"97072 WAML Palu Observations at 00Z 07 Feb 2015",883,1203,18.5,16.7,89,13.7,290,2,302.2,342.8,304.7
"97072 WAML Palu Observations at 00Z 07 Feb 2015",853,1501,16.6,15.5,93,13.17,235,4,303.2,342.5,305.6
"97072 WAML Palu Observations at 00Z 07 Feb 2015",850,1531,16.4,15.4,94,13.11,240,4,303.3,342.4,305.7
"97072 WAML Palu Observations at 00Z 07 Feb 2015",843,1602,15.8,15,95,12.88,248,4,303.4,341.9,305.7
"97072 WAML Palu Observations at 00Z 07 Feb 2015",823,1806,15.9,13.5,86,11.99,270,4,305.6,341.8,307.9
"97072 WAML Palu Observations at 00Z 07 Feb 2015",817,1868,16,13.1,83,11.73,267,4,306.3,341.9,308.5
"97072 WAML Palu Observations at 00Z 07 Feb 2015",795,2098,14.7,11.9,83,11.11,255,4,307.4,341.2,309.4
"97072 WAML Palu Observations at 00Z 07 Feb 2015",740,2700,11.4,8.7,83,9.62,275,4,310.1,339.8,311.9
"97072 WAML Palu Observations at 00Z 07 Feb 2015",714,3001,9.7,7.1,84,8.93,275,8,311.4,339.2,313.1
"97072 WAML Palu Observations at 00Z 07 Feb 2015",700,3167,8.8,6.2,84,8.57,285,8,312.2,339,313.8
"97072 WAML Palu Observations at 00Z 07 Feb 2015",689,3296,8.1,5.5,84,8.31,300,8,312.9,338.9,314.4
"97072 WAML Palu Observations at 00Z 07 Feb 2015",664,3597,6.6,4,84,7.73,265,4,314.4,338.9,315.9
"97072 WAML Palu Observations at 00Z 07 Feb 2015",618,4183,3.5,1,83,6.69,270,2,317.4,339,318.7
"97072 WAML Palu Observations at 00Z 07 Feb 2015",595,4492,1.9,-0.6,83,6.18,240,4,319,339.1,320.2
"97072 WAML Palu Observations at 00Z 07 Feb 2015",573,4799,0.3,-2.2,83,5.71,255,4,320.6,339.4,321.7
"97072 WAML Palu Observations at 00Z 07 Feb 2015",569,4856,0,-2.5,83,5.63,271,4,320.9,339.4,322
"97072 WAML Palu Observations at 00Z 07 Feb 2015",552,5098,-1.6,-6.1,72,4.42,340,2,321.8,336.5,322.6
"97072 WAML Palu Observations at 00Z 07 Feb 2015",539,5288,-2.9,-8.9,63,3.64,300,2,322.4,334.7,323.1
"97072 WAML Palu Observations at 00Z 07 Feb 2015",531,5406,-3.5,-5.7,85,4.74,276,2,323.1,338.9,324
"97072 WAML Palu Observations at 00Z 07 Feb 2015",518,5602,-3.9,-10.9,58,3.23,234,2,324.9,336,325.6
"97072 WAML Palu Observations at 00Z 07 Feb 2015",512,5693,-4.4,-10.7,61,3.32,215,2,325.4,336.8,326.1
"97072 WAML Palu Observations at 00Z 07 Feb 2015",500,5880,-5.3,-10.3,68,3.51,115,2,326.5,338.6,327.2
"97072 WAML Palu Observations at 00Z 07 Feb 2015",497,5927,-5.5,-10.5,68,3.48,87,2,326.8,338.8,327.5
"97072 WAML Palu Observations at 00Z 07 Feb 2015",495,5959,-5.3,-15.3,45,2.36,69,2,327.4,335.8,327.9
"97072 WAML Palu Observations at 00Z 07 Feb 2015",493,5991,-5.5,-15.2,47,2.39,50,2,327.5,336,328
"97072 WAML Palu Observations at 00Z 07 Feb 2015",474,6298,-7.8,-14.2,60,2.7,350,4,328.4,337.9,328.9
"97072 WAML Palu Observations at 00Z 07 Feb 2015",472,6331,-8.1,-14.1,62,2.74,353,4,328.5,338.1,329
"97072 WAML Palu Observations at 00Z 07 Feb 2015",470,6364,-8.1,-19.1,41,1.81,355,4,328.9,335.4,329.2
"97072 WAML Palu Observations at 00Z 07 Feb 2015",468,6397,-8.3,-12.8,70,3.07,358,3,329,339.7,329.6
"97072 WAML Palu Observations at 00Z 07 Feb 2015",466,6430,-8.3,-17.3,48,2.12,1,3,329.4,337,329.8
"97072 WAML Palu Observations at 00Z 07 Feb 2015",460,6531,-9.1,-20.1,41,1.69,9,2,329.6,335.8,330
"97072 WAML Palu Observations at 00Z 07 Feb 2015",458,6564,-9.5,-16.5,57,2.31,12,2,329.6,337.8,330
"97072 WAML Palu Observations at 00Z 07 Feb 2015",456,6598,-9.6,-17.8,51,2.07,15,2,329.8,337.2,330.2
"97072 WAML Palu Observations at 00Z 07 Feb 2015",450,6701,-9.9,-21.9,37,1.48,10,3,330.7,336.1,331
"97072 WAML Palu Observations at 00Z 07 Feb 2015",445,6787,-10.5,-18.5,52,2.01,5,5,331,338.2,331.4
"97072 WAML Palu Observations at 00Z 07 Feb 2015",439,6891,-11.2,-27.8,24,0.9,0,6,331.4,334.8,331.6
"97072 WAML Palu Observations at 00Z 07 Feb 2015",438,6909,-11.3,-29.3,21,0.78,1,6,331.5,334.5,331.7
"97072 WAML Palu Observations at 00Z 07 Feb 2015",427,7104,-12.1,-28.1,25,0.89,7,6,332.9,336.3,333.1
"97072 WAML Palu Observations at 00Z 07 Feb 2015",413,7358,-14.3,-19.3,66,2.02,16,6,333.3,340.6,333.7
"97072 WAML Palu Observations at 00Z 07 Feb 2015",400,7600,-14.9,-24.9,42,1.28,25,6,335.5,340.3,335.8
"97072 WAML Palu Observations at 00Z 07 Feb 2015",390,7790,-16.4,-26.9,40,1.09,30,8,336,340.1,336.2
"97072 WAML Palu Observations at 00Z 07 Feb 2015",379,8005,-18.1,-29.1,38,0.91,12,7,336.5,340,336.7
"97072 WAML Palu Observations at 00Z 07 Feb 2015",375,8084,-18.6,-29.8,37,0.86,5,6,336.9,340.2,337.1
"97072 WAML Palu Observations at 00Z 07 Feb 2015",360,8386,-20.5,-32.6,33,0.69,155,6,338.3,341,338.4
"97072 WAML Palu Observations at 00Z 07 Feb 2015",345,8701,-22.5,-35.5,30,0.54,350,6,339.7,341.9,339.8
"97072 WAML Palu Observations at 00Z 07 Feb 2015",332,8982,-24.9,-32.9,47,0.73,308,8,340.2,343,340.3
"97072 WAML Palu Observations at 00Z 07 Feb 2015",331,9004,-25.1,-33.3,46,0.7,305,8,340.2,343,340.4
"97072 WAML Palu Observations at 00Z 07 Feb 2015",318,9293,-27.3,-38.8,33,0.42,305,8,341,342.7,341.1
"97072 WAML Palu Observations at 00Z 07 Feb 2015",316,9339,-27.7,-39.7,31,0.39,309,8,341.1,342.7,341.2
"97072 WAML Palu Observations at 00Z 07 Feb 2015",314,9384,-28.1,-35.1,51,0.62,313,7,341.2,343.6,341.3
"97072 WAML Palu Observations at 00Z 07 Feb 2015",308,9523,-29.1,-37.1,46,0.52,324,6,341.7,343.8,341.8
"97072 WAML Palu Observations at 00Z 07 Feb 2015",305,9592,-29.7,-37,49,0.53,330,6,341.8,343.9,341.9
"97072 WAML Palu Observations at 00Z 07 Feb 2015",300,9710,-30.7,-36.7,56,0.55,325,6,342,344.2,342.1
"97072 WAML Palu Observations at 00Z 07 Feb 2015",280,10194,-34.8,-40.8,54,0.39,300,2,342.8,344.4,342.9
"97072 WAML Palu Observations at 00Z 07 Feb 2015",268,10502,-37.5,-43.5,53,0.31,135,2,343.3,344.6,343.4
"97072 WAML Palu Observations at 00Z 07 Feb 2015",267,10528,-37.7,-43.7,53,0.3,129,2,343.4,344.6,343.4
"97072 WAML Palu Observations at 00Z 07 Feb 2015",257,10791,-39.7,-48.2,40,0.19,70,4,344.2,345,344.2
"97072 WAML Palu Observations at 00Z 07 Feb 2015",255,10845,-40.1,-49.1,38,0.17,74,5,344.4,345.1,344.4
